geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
sr9b2,42.3,13.7,5.0,9.0,30.0,38.0,27.0,30.0,25.0,19.0,5.0
sr9b3,42.3,13.8,3.0,6.0,19.0,1.0,3.0,3.0,,3.0,2.0
sr9b5,42.2,13.9,434.0,2404.0,3061.0,1941.0,1744.0,1237.0,1158.0,2173.0,523.0
sr9bb,42.3,13.7,2.0,14.0,10.0,8.0,6.0,1.0,4.0,8.0,
sr9bj,42.2,14.0,1.0,4.0,10.0,4.0,3.0,5.0,2.0,6.0,
sr9bq,42.3,14.0,1.0,3.0,5.0,,1.0,,,,
sr9br,42.3,14.0,2.0,28.0,12.0,7.0,57.0,56.0,42.0,101.0,7.0
sr9c5,42.4,13.9,6.0,2.0,11.0,1.0,,4.0,1.0,,1.0
sr9cc,42.5,13.8,3.0,46.0,51.0,52.0,32.0,21.0,34.0,48.0,10.0
sr9cf,42.5,13.8,1.0,,6.0,1.0,2.0,2.0,1.0,3.0,
sr9cp,42.4,14.0,10.0,14.0,33.0,19.0,24.0,7.0,14.0,11.0,1.0
sr9cq,42.4,14.0,2.0,42.0,61.0,51.0,11.0,7.0,4.0,4.0,2.0
sr9cr,42.4,14.0,1.0,3.0,21.0,6.0,3.0,2.0,1.0,3.0,
sr9cv,42.5,14.0,2.0,11.0,23.0,2.0,7.0,15.0,13.0,20.0,9.0
sr9d4,42.6,13.5,1.0,,1.0,1.0,2.0,3.0,,1.0,
sr9d6,42.6,13.5,7.0,3.0,15.0,3.0,2.0,22.0,17.0,6.0,3.0
sr9de,42.6,13.5,1.0,,,,,,,2.0,
sr9dg,42.7,13.5,457.0,1334.0,2726.0,1997.0,2209.0,2587.0,2293.0,2205.0,525.0
sr9dh,42.6,13.6,5.0,5.0,23.0,10.0,5.0,,2.0,2.0,1.0
sr9dn,42.6,13.6,15.0,16.0,32.0,20.0,35.0,2.0,3.0,7.0,5.0
sr9dr,42.6,13.7,6.0,1.0,,3.0,4.0,1.0,4.0,1.0,1.0
sr9dw,42.6,13.6,5.0,8.0,13.0,1.0,5.0,5.0,5.0,7.0,1.0
sr9dx,42.6,13.7,85.0,448.0,775.0,661.0,686.0,418.0,259.0,466.0,92.0
sr9dz,42.7,13.7,37.0,51.0,80.0,35.0,44.0,22.0,13.0,37.0,9.0
sr9e1,42.7,13.4,15.0,19.0,44.0,10.0,22.0,31.0,19.0,17.0,5.0
sr9e3,42.8,13.4,6.0,2.0,2.0,5.0,,,,,1.0
sr9e5,42.7,13.5,266.0,694.0,1739.0,1658.0,1581.0,1580.0,1511.0,1207.0,331.0
sr9e6,42.8,13.5,2.0,,,1.0,,,,2.0,
sr9e9,42.8,13.4,2.0,,1.0,2.0,4.0,,,2.0,
sr9eb,42.9,13.4,9.0,6.0,35.0,13.0,15.0,23.0,19.0,20.0,1.0
sr9eq,42.8,13.6,4.0,37.0,97.0,33.0,24.0,46.0,54.0,57.0,12.0
sr9er,42.8,13.7,1.0,17.0,31.0,33.0,5.0,6.0,5.0,4.0,5.0
sr9et,42.8,13.6,15.0,8.0,23.0,10.0,3.0,2.0,5.0,1.0,
sr9eu,42.9,13.6,40.0,210.0,222.0,220.0,157.0,179.0,120.0,224.0,36.0
sr9ev,42.9,13.6,101.0,710.0,1018.0,781.0,847.0,601.0,480.0,987.0,251.0
sr9ew,42.8,13.6,2.0,9.0,11.0,,19.0,14.0,2.0,5.0,1.0
sr9ex,42.8,13.7,4.0,11.0,17.0,4.0,3.0,9.0,5.0,6.0,
sr9f0,42.6,13.7,2.0,,3.0,,,,,4.0,
sr9f3,42.6,13.8,143.0,38.0,574.0,243.0,321.0,291.0,346.0,362.0,64.0
sr9f5,42.6,13.9,6.0,31.0,44.0,171.0,309.0,160.0,120.0,133.0,18.0
sr9f8,42.6,13.7,8.0,7.0,32.0,8.0,9.0,11.0,21.0,28.0,6.0
sr9fc,42.7,13.8,5.0,26.0,99.0,58.0,56.0,47.0,49.0,19.0,6.0
sr9fj,42.6,14.0,3.0,17.0,46.0,45.0,48.0,39.0,29.0,13.0,2.0
sr9fn,42.6,14.0,1.0,15.0,22.0,12.0,10.0,1.0,7.0,5.0,
sr9fs,42.6,13.9,26.0,154.0,420.0,277.0,362.0,300.0,262.0,319.0,84.0
sr9fx,42.6,14.0,27.0,51.0,52.0,26.0,24.0,15.0,25.0,38.0,7.0
sr9fy,42.7,14.0,28.0,64.0,215.0,92.0,60.0,111.0,81.0,50.0,5.0
sr9g2,42.8,13.7,5.0,4.0,17.0,11.0,7.0,20.0,17.0,5.0,
sr9g4,42.7,13.8,4.0,11.0,10.0,2.0,,1.0,7.0,2.0,2.0
sr9g6,42.8,13.8,41.0,486.0,426.0,273.0,185.0,91.0,132.0,181.0,38.0
sr9g8,42.8,13.7,6.0,10.0,21.0,9.0,6.0,5.0,5.0,6.0,4.0
sr9gb,42.9,13.7,4.0,23.0,88.0,49.0,51.0,37.0,21.0,23.0,12.0
sr9gd,42.8,13.8,6.0,26.0,50.0,65.0,42.0,61.0,30.0,16.0,1.0
sr9gf,42.9,13.8,13.0,13.0,6.0,1.0,1.0,1.0,3.0,3.0,2.0
sr9gg,42.9,13.9,1.0,9.0,6.0,5.0,9.0,5.0,4.0,15.0,
sr9gh,42.7,13.9,6.0,32.0,42.0,20.0,24.0,47.0,33.0,22.0,2.0
sr9gj,42.7,14.0,6.0,93.0,221.0,223.0,185.0,101.0,68.0,120.0,24.0
sr9gs,42.8,13.9,30.0,369.0,426.0,88.0,79.0,65.0,80.0,137.0,25.0
sr9gt,42.8,14.0,5.0,13.0,62.0,23.0,6.0,13.0,6.0,14.0,1.0
sr9gu,42.9,13.9,2.0,19.0,68.0,33.0,129.0,106.0,38.0,34.0,25.0
sr9h0,42.9,12.7,15.0,14.0,30.0,16.0,12.0,11.0,11.0,13.0,3.0
sr9h1,42.9,12.7,6.0,20.0,38.0,44.0,21.0,18.0,15.0,7.0,5.0
sr9h2,43.0,12.7,1.0,17.0,10.0,6.0,,,2.0,3.0,
sr9h3,43.0,12.7,52.0,237.0,312.0,132.0,135.0,134.0,158.0,272.0,86.0
sr9h7,43.0,12.8,2.0,2.0,40.0,2.0,8.0,9.0,18.0,4.0,2.0
sr9h8,43.0,12.7,29.0,39.0,145.0,70.0,61.0,94.0,119.0,76.0,20.0
sr9hd,43.0,12.8,6.0,18.0,16.0,8.0,4.0,6.0,3.0,2.0,1.0
sr9hp,42.9,13.0,213.0,200.0,130.0,319.0,91.0,,,,
sr9hq,43.0,12.9,120.0,109.0,192.0,108.0,197.0,375.0,318.0,205.0,66.0
sr9hu,43.0,12.9,4.0,2.0,4.0,1.0,6.0,1.0,1.0,,1.0
sr9hw,43.0,12.9,4.0,,,,,,,,
sr9hx,43.0,13.0,8.0,2.0,4.0,5.0,3.0,,,,1.0
sr9hy,43.0,12.9,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,
sr9j4,43.1,12.8,11.0,27.0,32.0,42.0,75.0,103.0,102.0,72.0,9.0
sr9j7,43.1,12.8,1.0,7.0,11.0,20.0,10.0,10.0,4.0,7.0,1.0
sr9jf,43.2,12.8,9.0,19.0,32.0,24.0,23.0,8.0,3.0,31.0,8.0
sr9jq,43.1,12.9,8.0,30.0,232.0,289.0,402.0,204.0,143.0,236.0,56.0
sr9k5,42.9,13.2,28.0,270.0,314.0,169.0,152.0,108.0,92.0,165.0,39.0
sr9k6,43.0,13.1,4.0,,1.0,,,,,,
sr9kp,42.9,13.3,1.0,,15.0,8.0,6.0,4.0,5.0,7.0,3.0
sr9kr,43.0,13.3,1.0,3.0,6.0,3.0,1.0,1.0,,,
sr9ky,43.0,13.3,1.0,1.0,5.0,5.0,3.0,1.0,,,1.0
sr9m3,43.1,13.1,2.0,39.0,203.0,457.0,493.0,244.0,262.0,473.0,191.0
sr9mc,43.2,13.1,2.0,30.0,22.0,17.0,19.0,15.0,17.0,88.0,75.0
sr9mg,43.2,13.2,5.0,30.0,37.0,28.0,18.0,20.0,15.0,29.0,4.0
sr9ms,43.2,13.2,21.0,347.0,247.0,125.0,117.0,131.0,244.0,374.0,53.0
sr9mt,43.2,13.2,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0
sr9my,43.2,13.3,14.0,62.0,118.0,83.0,68.0,59.0,52.0,53.0,16.0
sr9mz,43.2,13.3,3.0,8.0,128.0,34.0,3.0,1.0,2.0,1.0,
sr9ng,43.4,12.8,17.0,14.0,118.0,40.0,40.0,95.0,96.0,47.0,14.0
sr9nr,43.3,13.0,2.0,3.0,10.0,3.0,3.0,4.0,1.0,1.0,
sr9nt,43.4,12.9,6.0,57.0,125.0,87.0,134.0,86.0,89.0,83.0,19.0
sr9nu,43.4,12.9,3.0,1.0,,,,,,2.0,
sr9nw,43.4,12.9,34.0,117.0,196.0,52.0,69.0,90.0,114.0,77.0,21.0
sr9nz,43.4,13.0,3.0,7.0,10.0,,1.0,3.0,4.0,5.0,1.0
sr9pm,43.5,12.9,6.0,,4.0,1.0,,,,,
sr9pn,43.4,12.9,3.0,11.0,18.0,13.0,5.0,9.0,1.0,4.0,2.0
sr9pu,43.6,12.9,1.0,19.0,23.0,7.0,8.0,3.0,4.0,7.0,
sr9q0,43.3,13.0,15.0,113.0,148.0,45.0,44.0,14.0,23.0,29.0,14.0
sr9q7,43.3,13.2,5.0,10.0,85.0,36.0,16.0,28.0,40.0,18.0,7.0
sr9qb,43.4,13.0,11.0,6.0,21.0,33.0,70.0,14.0,13.0,2.0,3.0
sr9qd,43.4,13.1,450.0,3485.0,3917.0,2862.0,2826.0,2222.0,1732.0,2483.0,711.0
sr9qh,43.3,13.2,74.0,128.0,74.0,74.0,32.0,8.0,1.0,4.0,
sr9qp,43.3,13.3,19.0,57.0,12.0,3.0,2.0,1.0,,1.0,
sr9qq,43.3,13.3,3.0,25.0,30.0,11.0,10.0,4.0,5.0,13.0,3.0
sr9qs,43.4,13.2,1.0,2.0,4.0,3.0,2.0,2.0,1.0,,1.0
sr9qu,43.4,13.2,7.0,6.0,26.0,29.0,58.0,61.0,33.0,32.0,6.0
sr9r3,43.5,13.1,8.0,61.0,63.0,42.0,52.0,19.0,24.0,18.0,6.0
sr9r4,43.4,13.1,1.0,31.0,30.0,107.0,38.0,39.0,36.0,62.0,13.0
sr9r7,43.5,13.2,9.0,128.0,190.0,101.0,61.0,47.0,61.0,69.0,7.0
sr9r8,43.5,13.0,1.0,3.0,11.0,1.0,,,,,
sr9rk,43.5,13.2,1.0,3.0,13.0,,2.0,,1.0,4.0,
sr9rp,43.4,13.3,1.0,16.0,6.0,5.0,1.0,3.0,2.0,,
sr9rq,43.5,13.3,1.0,11.0,19.0,6.0,2.0,4.0,4.0,9.0,1.0
sr9rt,43.5,13.2,50.0,222.0,307.0,264.0,168.0,154.0,118.0,153.0,31.0
sr9ru,43.6,13.2,4.0,13.0,14.0,13.0,2.0,8.0,11.0,6.0,2.0
sr9rv,43.6,13.2,1.0,,5.0,15.0,12.0,1.0,2.0,4.0,
sr9ry,43.6,13.3,15.0,16.0,97.0,105.0,84.0,33.0,23.0,29.0,7.0
sr9s2,43.0,13.4,2.0,1.0,4.0,8.0,9.0,6.0,3.0,14.0,7.0
sr9s6,43.0,13.5,128.0,309.0,583.0,444.0,539.0,740.0,727.0,567.0,103.0
sr9sp,42.9,13.7,3.0,29.0,10.0,,,,,,
sr9sr,43.0,13.7,1.0,7.0,21.0,9.0,4.0,,4.0,9.0,4.0
sr9t6,43.1,13.5,4.0,20.0,30.0,7.0,5.0,6.0,1.0,7.0,3.0
sr9t9,43.2,13.4,2.0,4.0,4.0,4.0,2.0,7.0,16.0,11.0,
sr9tc,43.2,13.4,1.0,,1.0,1.0,4.0,1.0,,,1.0
sr9td,43.2,13.5,1.0,9.0,5.0,15.0,15.0,9.0,9.0,1.0,1.0
sr9tg,43.2,13.5,1.0,5.0,4.0,1.0,,1.0,1.0,,
sr9tm,43.1,13.6,3.0,52.0,65.0,52.0,33.0,26.0,23.0,41.0,10.0
sr9tv,43.2,13.6,1.0,8.0,5.0,18.0,15.0,23.0,40.0,91.0,15.0
sr9tw,43.2,13.6,1.0,5.0,4.0,3.0,4.0,,5.0,8.0,1.0
sr9tx,43.2,13.7,6.0,9.0,37.0,47.0,1.0,2.0,16.0,57.0,1.0
sr9ty,43.2,13.6,2.0,11.0,22.0,7.0,3.0,10.0,,13.0,2.0
sr9u4,42.9,13.8,2.0,19.0,12.0,10.0,9.0,5.0,5.0,3.0,7.0
sr9u5,42.9,13.9,19.0,315.0,250.0,137.0,136.0,43.0,52.0,141.0,26.0
sr9u7,43.0,13.9,27.0,287.0,566.0,431.0,416.0,292.0,254.0,308.0,65.0
sr9ue,43.0,13.9,2.0,36.0,52.0,22.0,35.0,22.0,19.0,17.0,2.0
sr9ug,43.0,13.9,1.0,12.0,2.0,3.0,2.0,1.0,,2.0,2.0
sr9uh,42.9,13.9,13.0,14.0,37.0,20.0,28.0,25.0,11.0,6.0,2.0
sr9v0,43.1,13.7,2.0,14.0,21.0,18.0,7.0,4.0,17.0,17.0,1.0
sr9v4,43.1,13.8,1.0,1.0,10.0,3.0,8.0,4.0,3.0,1.0,
sr9v8,43.2,13.7,25.0,165.0,280.0,221.0,423.0,393.0,418.0,686.0,178.0
sr9v9,43.2,13.8,24.0,359.0,378.0,755.0,1214.0,1417.0,1986.0,1787.0,613.0
sr9w1,43.3,13.4,4.0,35.0,57.0,11.0,26.0,10.0,4.0,14.0,6.0
sr9w3,43.3,13.4,1.0,7.0,8.0,4.0,4.0,,9.0,5.0,2.0
sr9w5,43.3,13.5,1.0,4.0,21.0,6.0,12.0,11.0,8.0,4.0,2.0
sr9w6,43.3,13.5,61.0,520.0,786.0,529.0,516.0,365.0,234.0,362.0,72.0
sr9w9,43.4,13.4,4.0,15.0,9.0,15.0,9.0,8.0,2.0,4.0,
sr9wd,43.4,13.5,1.0,3.0,2.0,,,,2.0,5.0,1.0
sr9wj,43.3,13.6,9.0,19.0,73.0,89.0,85.0,68.0,62.0,67.0,18.0
sr9wm,43.3,13.6,5.0,2.0,5.0,3.0,7.0,1.0,,1.0,1.0
sr9wq,43.3,13.6,1.0,13.0,26.0,22.0,17.0,10.0,20.0,15.0,3.0
sr9wr,43.3,13.7,1.0,13.0,20.0,4.0,10.0,5.0,7.0,13.0,2.0
sr9wu,43.4,13.6,14.0,274.0,422.0,203.0,182.0,96.0,66.0,77.0,27.0
sr9wx,43.4,13.7,4.0,37.0,66.0,16.0,11.0,3.0,8.0,10.0,5.0
sr9x6,43.5,13.5,18.0,173.0,357.0,393.0,345.0,188.0,146.0,249.0,59.0
sr9x8,43.5,13.4,2.0,8.0,18.0,22.0,18.0,9.0,15.0,20.0,5.0
sr9xb,43.6,13.4,13.0,16.0,104.0,66.0,58.0,84.0,63.0,,
sr9xf,43.6,13.5,14.0,37.0,51.0,,,,,,
sr9xg,43.6,13.5,9.0,411.0,256.0,47.0,61.0,12.0,10.0,16.0,4.0
sr9xk,43.5,13.6,29.0,102.0,270.0,106.0,182.0,112.0,61.0,117.0,18.0
sr9xm,43.5,13.6,2.0,10.0,48.0,55.0,25.0,20.0,39.0,26.0,2.0
sr9xq,43.5,13.6,12.0,9.0,70.0,39.0,14.0,14.0,17.0,14.0,5.0
sr9xs,43.5,13.6,2.0,2.0,1.0,6.0,11.0,2.0,4.0,5.0,1.0
sr9xt,43.5,13.6,6.0,39.0,28.0,21.0,7.0,5.0,2.0,6.0,1.0
sr9xv,43.6,13.6,1.0,1.0,10.0,5.0,4.0,1.0,1.0,6.0,3.0
sr9y1,43.3,13.8,8.0,66.0,86.0,56.0,74.0,30.0,39.0,28.0,10.0
sr9y2,43.3,13.7,46.0,214.0,492.0,237.0,218.0,207.0,121.0,136.0,33.0
srb08,43.7,11.3,4.0,23.0,31.0,27.0,37.0,20.0,19.0,40.0,5.0
srb09,43.7,11.3,1.0,9.0,15.0,11.0,14.0,2.0,4.0,,
srb0b,43.7,11.3,19.0,44.0,198.0,85.0,129.0,118.0,101.0,67.0,27.0
srb0c,43.7,11.3,1.0,23.0,62.0,84.0,135.0,88.0,36.0,45.0,6.0
srb0h,43.6,11.4,85.0,221.0,218.0,314.0,426.0,188.0,159.0,111.0,78.0
srb0j,43.6,11.5,1.0,5.0,8.0,7.0,8.0,,1.0,1.0,1.0
srb0k,43.7,11.4,4.0,13.0,12.0,1.0,16.0,3.0,10.0,2.0,
srb0m,43.7,11.5,2.0,,1.0,,4.0,1.0,,3.0,
srb0q,43.7,11.5,3.0,29.0,30.0,23.0,25.0,17.0,14.0,42.0,27.0
srb0r,43.7,11.6,1.0,9.0,37.0,13.0,14.0,68.0,65.0,28.0,4.0
srb0s,43.7,11.4,3.0,13.0,27.0,13.0,16.0,8.0,13.0,21.0,3.0
srb0w,43.7,11.5,4.0,27.0,36.0,13.0,7.0,20.0,9.0,30.0,
srb10,43.8,11.3,2614.0,14749.0,22224.0,16746.0,14473.0,10591.0,9162.0,12698.0,3362.0
srb12,43.8,11.3,12.0,22.0,49.0,71.0,36.0,39.0,37.0,16.0,7.0
srb14,43.8,11.4,11.0,40.0,85.0,61.0,67.0,31.0,26.0,53.0,13.0
srb17,43.8,11.4,5.0,8.0,20.0,11.0,3.0,2.0,3.0,2.0,1.0
srb1h,43.8,11.4,23.0,52.0,53.0,42.0,46.0,26.0,33.0,34.0,8.0
srb1j,43.8,11.5,3.0,6.0,59.0,46.0,36.0,19.0,41.0,42.0,10.0
srb1m,43.8,11.5,4.0,77.0,111.0,78.0,85.0,20.0,46.0,134.0,41.0
srb1p,43.8,11.6,1.0,,6.0,2.0,4.0,4.0,4.0,2.0,
srb1s,43.9,11.4,1.0,3.0,6.0,4.0,7.0,12.0,7.0,3.0,
srb1u,43.9,11.4,4.0,55.0,15.0,9.0,11.0,19.0,6.0,3.0,
srb1x,43.9,11.6,16.0,102.0,116.0,109.0,80.0,32.0,7.0,12.0,2.0
srb2d,43.7,11.7,2.0,1.0,5.0,,,,1.0,,
srb2e,43.7,11.8,8.0,52.0,58.0,13.0,8.0,18.0,22.0,6.0,2.0
srb2m,43.7,11.8,5.0,3.0,3.0,,,,4.0,,
srb2n,43.6,11.9,3.0,33.0,20.0,26.0,16.0,,4.0,3.0,1.0
srb2s,43.7,11.8,1.0,10.0,6.0,4.0,5.0,8.0,2.0,10.0,3.0
srb2u,43.7,11.8,6.0,4.0,13.0,58.0,54.0,22.0,12.0,27.0,5.0
srb2v,43.7,11.8,6.0,,,,,1.0,,1.0,
srb2w,43.7,11.9,1.0,1.0,,,1.0,,,,
srb31,43.8,11.7,10.0,31.0,94.0,56.0,49.0,58.0,71.0,37.0,7.0
srb34,43.8,11.7,2.0,5.0,8.0,,1.0,,1.0,11.0,8.0
srb3d,43.9,11.7,1.0,,1.0,1.0,,,,,
srb3h,43.8,11.8,1.0,,5.0,2.0,3.0,2.0,4.0,,1.0
srb3u,43.9,11.8,3.0,1.0,,,,,1.0,10.0,2.0
srb42,44.0,11.3,1.0,2.0,5.0,3.0,1.0,1.0,,,
srb44,44.0,11.4,19.0,103.0,58.0,36.0,26.0,20.0,41.0,46.0,8.0
srb45,44.0,11.4,1.0,20.0,36.0,32.0,25.0,9.0,10.0,11.0,1.0
srb46,44.0,11.4,1.0,18.0,61.0,69.0,37.0,21.0,23.0,40.0,2.0
srb4e,44.1,11.4,3.0,,4.0,3.0,,,,,
srb4f,44.1,11.4,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,
srb4m,44.0,11.5,16.0,41.0,89.0,80.0,49.0,39.0,32.0,279.0,70.0
srb5b,44.3,11.3,1.0,1.0,16.0,8.0,10.0,17.0,33.0,11.0,1.0
srb68,44.1,11.6,25.0,152.0,856.0,719.0,642.0,203.0,399.0,569.0,128.0
srb69,44.1,11.7,3.0,2.0,,,,,1.0,3.0,
srb6e,44.1,11.8,2.0,4.0,6.0,5.0,9.0,9.0,5.0,14.0,5.0
srb6k,44.0,11.8,3.0,,,,,,,,
srb6n,44.0,11.9,3.0,3.0,29.0,3.0,4.0,1.0,12.0,9.0,1.0
srb77,44.2,11.8,1.0,3.0,39.0,19.0,17.0,26.0,24.0,7.0,5.0
srb78,44.2,11.6,2.0,3.0,5.0,3.0,,2.0,,,
srb7f,44.3,11.7,3.0,15.0,53.0,110.0,8.0,1.0,1.0,1.0,2.0
srb7r,44.2,11.9,20.0,19.0,22.0,6.0,45.0,7.0,3.0,31.0,
srb7w,44.2,11.9,16.0,28.0,53.0,40.0,73.0,121.0,85.0,27.0,9.0
srb7y,44.3,11.9,72.0,422.0,521.0,400.0,411.0,187.0,172.0,244.0,62.0
srb85,43.6,12.1,1.0,12.0,43.0,53.0,92.0,100.0,101.0,87.0,15.0
srb8v,43.7,12.2,1.0,2.0,,,,,,,
srb98,43.9,12.0,1.0,,2.0,4.0,1.0,1.0,1.0,3.0,
srb9n,43.8,12.2,3.0,37.0,19.0,23.0,3.0,9.0,4.0,4.0,
srb9u,43.9,12.2,10.0,18.0,37.0,21.0,15.0,20.0,15.0,30.0,6.0
srbbe,43.7,12.5,2.0,2.0,15.0,4.0,2.0,3.0,2.0,,
srbbk,43.7,12.5,11.0,48.0,134.0,38.0,19.0,13.0,13.0,15.0,
srbbr,43.7,12.6,3.0,15.0,18.0,16.0,6.0,2.0,10.0,5.0,1.0
srbbx,43.7,12.6,24.0,323.0,700.0,249.0,187.0,168.0,137.0,148.0,35.0
srbbz,43.7,12.6,53.0,516.0,400.0,166.0,95.0,71.0,152.0,177.0,52.0
srbc2,43.8,12.3,1.0,1.0,,4.0,3.0,1.0,,2.0,1.0
srbc3,43.8,12.4,2.0,2.0,8.0,9.0,2.0,,13.0,13.0,4.0
srbc8,43.9,12.3,2.0,15.0,22.0,17.0,21.0,3.0,,2.0,
srbce,43.9,12.5,26.0,279.0,259.0,199.0,193.0,100.0,92.0,156.0,31.0
srbcq,43.8,12.6,1.0,,3.0,3.0,1.0,,6.0,,
srbcv,43.9,12.5,5.0,110.0,28.0,26.0,27.0,16.0,26.0,51.0,11.0
srbcz,43.9,12.6,7.0,24.0,39.0,27.0,31.0,35.0,28.0,54.0,5.0
srbd1,44.0,12.0,11.0,24.0,33.0,14.0,12.0,8.0,3.0,8.0,
srbd4,44.0,12.1,3.0,,6.0,,,,,,
srbd9,44.1,12.0,94.0,289.0,497.0,368.0,252.0,197.0,213.0,564.0,94.0
srbdc,44.1,12.0,41.0,23.0,43.0,43.0,41.0,45.0,35.0,38.0,19.0
srbdh,44.0,12.2,1.0,3.0,,1.0,3.0,,2.0,,
srbdj,44.0,12.2,1.0,5.0,5.0,,1.0,,1.0,1.0,1.0
srbdt,44.1,12.2,29.0,3.0,13.0,6.0,2.0,6.0,7.0,7.0,
srbdu,44.1,12.2,2.0,6.0,13.0,3.0,6.0,9.0,7.0,9.0,4.0
srbdw,44.1,12.2,9.0,4.0,24.0,5.0,2.0,,,,
srbdy,44.1,12.2,1.0,2.0,1.0,,,,,,
srbe2,44.2,12.0,16.0,20.0,113.0,65.0,76.0,66.0,65.0,82.0,22.0
srbe4,44.1,12.1,1.0,1.0,12.0,6.0,5.0,5.0,1.0,3.0,
srbe5,44.1,12.1,3.0,11.0,27.0,9.0,4.0,5.0,5.0,6.0,2.0
srbe6,44.2,12.1,1.0,9.0,22.0,11.0,18.0,3.0,4.0,10.0,
srbe7,44.2,12.1,5.0,25.0,79.0,31.0,24.0,13.0,10.0,59.0,17.0
srbe9,44.2,12.0,14.0,53.0,101.0,59.0,49.0,30.0,35.0,11.0,3.0
srbed,44.2,12.1,44.0,393.0,814.0,414.0,367.0,310.0,347.0,464.0,106.0
srbek,44.2,12.2,7.0,16.0,23.0,20.0,35.0,37.0,29.0,31.0,11.0
srben,44.1,12.2,247.0,1407.0,1594.0,892.0,1324.0,1029.0,1060.0,1384.0,284.0
srbev,44.3,12.2,2.0,,4.0,1.0,1.0,1.0,5.0,2.0,
srbew,44.2,12.2,2.0,7.0,14.0,10.0,8.0,16.0,11.0,77.0,2.0
srbf1,44.0,12.4,1.0,11.0,10.0,17.0,17.0,9.0,4.0,6.0,
srbf4,44.0,12.4,3.0,4.0,8.0,13.0,10.0,12.0,5.0,4.0,2.0
srbf7,44.0,12.5,2.0,5.0,17.0,18.0,27.0,7.0,8.0,18.0,4.0
srbfb,44.1,12.3,5.0,13.0,36.0,42.0,115.0,173.0,58.0,16.0,5.0
srbfc,44.1,12.4,4.0,45.0,84.0,25.0,29.0,11.0,12.0,5.0,1.0
srbfe,44.1,12.5,3.0,83.0,137.0,79.0,92.0,52.0,37.0,39.0,16.0
srbff,44.1,12.4,6.0,42.0,54.0,22.0,29.0,7.0,7.0,11.0,4.0
srbfk,44.0,12.5,3.0,8.0,40.0,10.0,1.0,5.0,,3.0,1.0
srbfm,44.0,12.5,504.0,593.0,1697.0,1062.0,989.0,924.0,755.0,871.0,243.0
srbfq,44.0,12.6,1.0,3.0,5.0,3.0,2.0,3.0,9.0,3.0,
srbfr,44.0,12.6,83.0,430.0,730.0,563.0,653.0,362.0,361.0,587.0,164.0
srbft,44.1,12.5,104.0,93.0,188.0,84.0,74.0,61.0,77.0,91.0,28.0
srbfu,44.1,12.5,10.0,27.0,117.0,86.0,105.0,105.0,52.0,30.0,10.0
srbfv,44.1,12.5,40.0,64.0,175.0,62.0,40.0,50.0,42.0,56.0,15.0
srbfw,44.1,12.6,509.0,2339.0,2805.0,1971.0,1896.0,1467.0,1125.0,1618.0,335.0
srbfx,44.1,12.6,19.0,31.0,97.0,138.0,92.0,78.0,62.0,59.0,32.0
srbg5,44.1,12.5,10.0,74.0,101.0,56.0,51.0,30.0,12.0,41.0,11.0
srbg6,44.2,12.4,28.0,258.0,381.0,143.0,128.0,102.0,99.0,123.0,40.0
srbg7,44.2,12.5,1.0,4.0,8.0,6.0,5.0,1.0,1.0,3.0,1.0
srbg8,44.2,12.3,1.0,3.0,11.0,1.0,3.0,13.0,32.0,28.0,5.0
srbg9,44.2,12.4,26.0,15.0,52.0,26.0,24.0,37.0,24.0,26.0,3.0
srbgb,44.3,12.3,41.0,252.0,330.0,188.0,113.0,74.0,55.0,87.0,25.0
srbgc,44.3,12.4,65.0,462.0,564.0,345.0,388.0,276.0,241.0,298.0,44.0
srbgh,44.1,12.5,4.0,7.0,5.0,9.0,6.0,4.0,5.0,3.0,
srbh3,44.4,11.3,3.0,,,,,,,,4.0
srbhb,44.5,11.3,1.0,9.0,9.0,6.0,6.0,2.0,6.0,7.0,1.0
srbhd,44.4,11.4,6.0,19.0,18.0,10.0,7.0,10.0,6.0,9.0,
srbhf,44.5,11.4,21.0,153.0,133.0,93.0,74.0,53.0,51.0,119.0,22.0
srbhg,44.5,11.4,26.0,221.0,290.0,224.0,215.0,587.0,184.0,151.0,48.0
srbhv,44.5,11.5,20.0,15.0,6.0,7.0,18.0,1.0,8.0,6.0,1.0
srbhx,44.4,11.6,2.0,29.0,18.0,12.0,65.0,1.0,5.0,11.0,
srbj0,44.5,11.3,36.0,559.0,434.0,253.0,285.0,205.0,204.0,294.0,59.0
srbj1,44.5,11.3,83.0,1021.0,1850.0,929.0,625.0,378.0,329.0,460.0,100.0
srbj2,44.5,11.3,4.0,10.0,68.0,36.0,20.0,15.0,11.0,12.0,2.0
srbj3,44.5,11.3,15.0,157.0,189.0,131.0,83.0,58.0,47.0,141.0,17.0
srbj4,44.5,11.4,1869.0,13851.0,17156.0,11827.0,11084.0,8569.0,8119.0,11320.0,2681.0
srbj5,44.5,11.4,1166.0,321.0,1142.0,553.0,734.0,609.0,698.0,686.0,242.0
srbj6,44.5,11.4,1.0,3.0,30.0,24.0,15.0,20.0,19.0,17.0,2.0
