geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
ezhyc,40.6,-4.5,12.0,6.0,29.0,12.0,8.0,14.0,13.0,21.0,12.0
ezhyq,40.5,-4.3,4.0,7.0,11.0,7.0,15.0,7.0,8.0,12.0,2.0
ezhyy,40.6,-4.3,3379.0,17597.0,32326.0,28118.0,29209.0,21888.0,18980.0,25312.0,15258.0
ezhyz,40.6,-4.2,3.0,11.0,27.0,41.0,27.0,57.0,57.0,51.0,37.0
ezhzg,40.8,-4.4,11.0,27.0,30.0,17.0,22.0,14.0,19.0,125.0,11.0
ezhzv,40.8,-4.3,1.0,,7.0,42.0,,,,,
ezhzx,40.7,-4.2,20.0,84.0,213.0,139.0,192.0,134.0,104.0,190.0,54.0
ezj05,39.4,-4.1,2.0,,20.0,26.0,8.0,5.0,19.0,13.0,3.0
ezj1c,39.7,-4.2,2.0,1.0,31.0,47.0,45.0,16.0,22.0,35.0,17.0
ezj1p,39.6,-3.9,8.0,14.0,45.0,28.0,22.0,30.0,22.0,23.0,17.0
ezj1t,39.7,-4.0,13.0,61.0,102.0,66.0,69.0,40.0,33.0,65.0,42.0
ezj1v,39.7,-4.0,1.0,4.0,34.0,11.0,22.0,13.0,17.0,16.0,7.0
ezj1w,39.7,-3.9,1.0,1.0,1.0,,,,2.0,3.0,
ezj1x,39.7,-3.9,2.0,14.0,40.0,31.0,63.0,35.0,42.0,28.0,18.0
ezj24,39.4,-3.8,6.0,16.0,28.0,10.0,30.0,38.0,68.0,23.0,8.0
ezj25,39.4,-3.7,1.0,1.0,3.0,10.0,9.0,17.0,24.0,14.0,15.0
ezj2m,39.4,-3.6,2.0,36.0,82.0,64.0,103.0,76.0,39.0,47.0,33.0
ezj2t,39.5,-3.6,2.0,1.0,15.0,4.0,4.0,6.0,3.0,10.0,6.0
ezj2x,39.5,-3.5,12.0,41.0,97.0,50.0,75.0,66.0,66.0,78.0,57.0
ezj30,39.6,-3.8,26.0,39.0,24.0,10.0,23.0,30.0,24.0,25.0,20.0
ezj3d,39.7,-3.8,1.0,,2.0,3.0,5.0,7.0,2.0,6.0,8.0
ezj3f,39.7,-3.8,33.0,81.0,256.0,241.0,159.0,156.0,159.0,198.0,168.0
ezj3m,39.6,-3.6,22.0,22.0,115.0,59.0,116.0,185.0,72.0,45.0,15.0
ezj40,39.7,-4.2,3.0,9.0,6.0,1.0,3.0,6.0,3.0,1.0,4.0
ezj43,39.8,-4.2,11.0,92.0,326.0,322.0,332.0,347.0,127.0,190.0,179.0
ezj47,39.8,-4.1,5.0,35.0,132.0,57.0,108.0,104.0,49.0,57.0,36.0
ezj4k,39.8,-4.0,28.0,82.0,206.0,253.0,229.0,122.0,77.0,58.0,24.0
ezj4m,39.8,-4.0,1.0,4.0,16.0,15.0,11.0,18.0,30.0,23.0,9.0
ezj4s,39.8,-4.0,45.0,61.0,134.0,164.0,175.0,132.0,84.0,66.0,28.0
ezj4t,39.8,-4.0,5.0,9.0,21.0,22.0,10.0,16.0,20.0,8.0,8.0
ezj4u,39.9,-4.0,74.0,339.0,824.0,647.0,651.0,476.0,428.0,749.0,251.0
ezj4v,39.9,-4.0,12.0,46.0,243.0,266.0,483.0,183.0,114.0,215.0,38.0
ezj4y,39.9,-3.9,6.0,7.0,22.0,29.0,29.0,23.0,14.0,22.0,16.0
ezj5b,40.1,-4.2,421.0,1818.0,3964.0,4911.0,5304.0,3432.0,4396.0,3631.0,1941.0
ezj5e,40.0,-4.1,2.0,4.0,9.0,6.0,4.0,7.0,2.0,16.0,5.0
ezj5f,40.1,-4.1,1.0,7.0,15.0,14.0,10.0,11.0,6.0,14.0,5.0
ezj5h,39.9,-4.0,10.0,27.0,68.0,59.0,89.0,51.0,50.0,63.0,34.0
ezj5j,39.9,-4.0,12.0,15.0,77.0,69.0,89.0,86.0,52.0,92.0,49.0
ezj5q,40.0,-3.9,5.0,3.0,8.0,8.0,,3.0,6.0,4.0,9.0
ezj5s,40.0,-4.0,493.0,1200.0,2421.0,1848.0,1650.0,1768.0,1968.0,2072.0,1430.0
ezj5t,40.0,-4.0,1.0,6.0,18.0,9.0,7.0,4.0,4.0,6.0,1.0
ezj5v,40.1,-4.0,10.0,28.0,98.0,88.0,82.0,53.0,61.0,31.0,18.0
ezj5w,40.0,-3.9,1.0,4.0,13.0,13.0,8.0,8.0,,15.0,7.0
ezj5x,40.0,-3.9,3.0,24.0,32.0,20.0,24.0,16.0,19.0,25.0,11.0
ezj5z,40.1,-3.9,1.0,4.0,14.0,16.0,15.0,5.0,3.0,19.0,15.0
ezj60,39.7,-3.8,1.0,1.0,7.0,,4.0,5.0,1.0,5.0,2.0
ezj6e,39.8,-3.7,3.0,7.0,9.0,,6.0,3.0,4.0,4.0,2.0
ezj6g,39.9,-3.7,3.0,9.0,30.0,3.0,10.0,16.0,6.0,18.0,4.0
ezj74,39.9,-3.8,3.0,14.0,55.0,32.0,28.0,31.0,33.0,41.0,24.0
ezj76,40.0,-3.8,6.0,16.0,41.0,17.0,36.0,24.0,45.0,49.0,23.0
ezj77,40.0,-3.7,1.0,8.0,9.0,5.0,13.0,9.0,9.0,25.0,20.0
ezj78,40.0,-3.8,2.0,3.0,23.0,28.0,13.0,2.0,2.0,15.0,2.0
ezj79,40.0,-3.8,2.0,9.0,20.0,3.0,10.0,9.0,4.0,15.0,11.0
ezj7b,40.1,-3.8,3.0,18.0,56.0,57.0,53.0,47.0,30.0,53.0,19.0
ezj7e,40.0,-3.7,5.0,9.0,153.0,90.0,103.0,61.0,104.0,208.0,115.0
ezj7f,40.1,-3.8,8.0,16.0,34.0,14.0,14.0,14.0,14.0,16.0,6.0
ezj7j,39.9,-3.6,12.0,41.0,111.0,68.0,76.0,71.0,70.0,61.0,47.0
ezj7t,40.0,-3.6,2.0,6.0,34.0,34.0,76.0,44.0,37.0,50.0,43.0
ezj7v,40.1,-3.6,147.0,731.0,1892.0,1711.0,1741.0,1124.0,1086.0,1523.0,1061.0
ezj7w,40.0,-3.6,21.0,103.0,220.0,135.0,89.0,154.0,68.0,71.0,49.0
ezj7y,40.1,-3.6,11.0,33.0,73.0,31.0,54.0,29.0,60.0,33.0,22.0
ezj83,39.4,-3.4,1.0,8.0,17.0,4.0,12.0,3.0,5.0,8.0,4.0
ezj87,39.4,-3.4,7.0,34.0,83.0,31.0,26.0,27.0,16.0,36.0,11.0
ezj8n,39.4,-3.2,51.0,171.0,449.0,348.0,398.0,273.0,268.0,371.0,207.0
ezj8y,39.5,-3.2,2.0,2.0,16.0,15.0,38.0,33.0,24.0,17.0,25.0
ezj97,39.6,-3.4,28.0,40.0,108.0,80.0,84.0,72.0,71.0,65.0,19.0
ezj9b,39.7,-3.5,5.0,9.0,37.0,17.0,22.0,27.0,12.0,16.0,6.0
ezj9k,39.6,-3.3,19.0,19.0,44.0,28.0,44.0,16.0,12.0,18.0,23.0
ezj9q,39.6,-3.2,7.0,6.0,14.0,29.0,36.0,14.0,17.0,23.0,2.0
ezj9u,39.7,-3.3,2.0,8.0,30.0,15.0,16.0,13.0,8.0,18.0,13.0
ezjb0,39.4,-3.1,46.0,127.0,309.0,250.0,378.0,263.0,287.0,406.0,181.0
ezjb1,39.4,-3.1,1.0,9.0,9.0,1.0,1.0,1.0,3.0,3.0,6.0
ezjbc,39.5,-3.1,8.0,49.0,100.0,50.0,73.0,42.0,48.0,57.0,31.0
ezjbg,39.5,-3.0,10.0,40.0,86.0,29.0,45.0,115.0,58.0,111.0,56.0
ezjbj,39.4,-2.9,4.0,30.0,87.0,49.0,78.0,72.0,113.0,100.0,56.0
ezjbw,39.5,-2.9,16.0,79.0,163.0,102.0,115.0,112.0,90.0,101.0,57.0
ezjc3,39.6,-3.1,6.0,29.0,74.0,47.0,79.0,45.0,47.0,37.0,25.0
ezjc4,39.6,-3.1,34.0,57.0,92.0,30.0,51.0,45.0,38.0,39.0,18.0
ezjc5,39.6,-3.0,317.0,944.0,3717.0,5276.0,6531.0,5872.0,4419.0,3825.0,2907.0
ezjc6,39.6,-3.1,15.0,61.0,170.0,95.0,105.0,75.0,81.0,111.0,45.0
ezjcb,39.7,-3.1,1.0,1.0,8.0,5.0,,1.0,,1.0,2.0
ezjce,39.7,-3.0,4.0,37.0,68.0,73.0,63.0,35.0,24.0,73.0,26.0
ezjcr,39.6,-2.8,7.0,25.0,24.0,8.0,9.0,7.0,3.0,9.0,2.0
ezjd2,39.8,-3.5,1.0,2.0,8.0,1.0,2.0,2.0,5.0,9.0,10.0
ezjdb,39.9,-3.5,3.0,6.0,38.0,7.0,8.0,14.0,10.0,8.0,6.0
ezjdp,39.7,-3.2,4.0,22.0,57.0,8.0,21.0,19.0,14.0,33.0,21.0
ezjdv,39.9,-3.3,3.0,,1.0,1.0,1.0,1.0,,,
ezje2,40.0,-3.5,12.0,46.0,90.0,79.0,59.0,67.0,59.0,82.0,44.0
ezje3,40.0,-3.4,1.0,23.0,33.0,20.0,17.0,16.0,9.0,28.0,17.0
ezje7,40.0,-3.4,1.0,7.0,71.0,125.0,146.0,48.0,63.0,36.0,5.0
ezjeb,40.1,-3.5,27.0,93.0,214.0,117.0,151.0,114.0,114.0,160.0,68.0
ezjf9,39.8,-3.1,2.0,5.0,11.0,2.0,,5.0,2.0,1.0,1.0
ezjfe,39.8,-3.0,6.0,18.0,56.0,16.0,23.0,15.0,14.0,22.0,10.0
ezjfj,39.7,-2.9,8.0,23.0,39.0,24.0,21.0,25.0,11.0,15.0,12.0
ezjfu,39.9,-3.0,5.0,2.0,7.0,3.0,4.0,1.0,2.0,2.0,
ezjg5,39.9,-3.0,3.0,6.0,24.0,12.0,10.0,13.0,5.0,7.0,4.0
ezjgb,40.1,-3.1,12.0,35.0,38.0,3.0,4.0,2.0,1.0,8.0,4.0
ezjge,40.0,-3.0,24.0,101.0,350.0,471.0,395.0,394.0,263.0,282.0,220.0
ezjgf,40.1,-3.1,2.0,,,,,,,1.0,
ezjgq,40.0,-2.9,7.0,10.0,17.0,7.0,14.0,17.0,1.0,1.0,1.0
ezjh3,40.1,-4.2,9.0,5.0,39.0,7.0,21.0,9.0,8.0,6.0,10.0
ezjh4,40.1,-4.1,1.0,3.0,27.0,16.0,24.0,24.0,23.0,21.0,14.0
ezjh6,40.1,-4.1,1.0,6.0,30.0,7.0,9.0,5.0,9.0,5.0,3.0
ezjhb,40.2,-4.2,38.0,26.0,61.0,33.0,41.0,29.0,22.0,27.0,12.0
ezjhd,40.2,-4.1,11.0,44.0,67.0,107.0,66.0,84.0,42.0,57.0,69.0
ezjhf,40.2,-4.1,1.0,,1.0,2.0,7.0,,3.0,20.0,
ezjhn,40.1,-3.9,4.0,7.0,56.0,41.0,23.0,32.0,13.0,31.0,13.0
ezjhp,40.1,-3.9,14.0,52.0,167.0,69.0,80.0,83.0,58.0,123.0,84.0
ezjhq,40.1,-3.9,1.0,11.0,12.0,6.0,9.0,130.0,145.0,104.0,87.0
ezjhr,40.1,-3.9,13.0,40.0,153.0,128.0,79.0,87.0,84.0,38.0,18.0
ezjhs,40.2,-4.0,3.0,11.0,50.0,49.0,42.0,32.0,21.0,20.0,14.0
ezjhv,40.2,-4.0,21.0,25.0,168.0,119.0,103.0,116.0,105.0,102.0,45.0
ezjhw,40.2,-3.9,5.0,16.0,56.0,92.0,88.0,105.0,67.0,23.0,9.0
ezjhx,40.2,-3.9,14.0,43.0,145.0,91.0,76.0,78.0,66.0,61.0,31.0
ezjhy,40.2,-3.9,1.0,1.0,14.0,58.0,41.0,26.0,15.0,8.0,8.0
ezjhz,40.2,-3.9,1.0,1.0,17.0,17.0,26.0,10.0,8.0,6.0,2.0
ezjj3,40.3,-4.2,1.0,2.0,2.0,,,,,1.0,1.0
ezjj6,40.3,-4.1,276.0,435.0,921.0,353.0,498.0,685.0,534.0,482.0,253.0
ezjj8,40.4,-4.2,1.0,9.0,42.0,52.0,32.0,22.0,13.0,23.0,17.0
ezjjb,40.4,-4.2,1.0,2.0,49.0,20.0,19.0,13.0,7.0,27.0,18.0
ezjjf,40.4,-4.1,2.0,,,,,,,,
ezjjg,40.4,-4.1,1.0,17.0,84.0,65.0,66.0,79.0,66.0,65.0,45.0
ezjjh,40.3,-4.0,34.0,147.0,495.0,621.0,631.0,552.0,441.0,597.0,416.0
ezjjj,40.3,-4.0,4.0,7.0,89.0,177.0,63.0,28.0,15.0,39.0,12.0
ezjjn,40.3,-3.9,121.0,297.0,960.0,659.0,802.0,628.0,641.0,706.0,507.0
ezjjp,40.3,-3.9,7.0,38.0,69.0,41.0,208.0,25.0,31.0,45.0,14.0
ezjjq,40.3,-3.9,14.0,16.0,42.0,21.0,36.0,25.0,35.0,39.0,24.0
ezjjr,40.3,-3.9,58.0,226.0,558.0,477.0,590.0,419.0,410.0,449.0,681.0
ezjjs,40.4,-4.0,4.0,27.0,106.0,80.0,65.0,128.0,64.0,71.0,42.0
ezjjv,40.4,-4.0,44.0,143.0,434.0,613.0,631.0,442.0,234.0,368.0,281.0
ezjjw,40.4,-3.9,7.0,36.0,49.0,41.0,55.0,50.0,50.0,67.0,117.0
ezjjx,40.4,-3.9,47.0,216.0,495.0,354.0,409.0,364.0,256.0,311.0,183.0
ezjjz,40.4,-3.9,144.0,673.0,2295.0,2832.0,2824.0,2070.0,1924.0,2276.0,1366.0
ezjk0,40.1,-3.8,4.0,6.0,30.0,14.0,13.0,19.0,13.0,8.0,2.0
ezjk2,40.1,-3.8,72.0,298.0,830.0,488.0,663.0,460.0,412.0,667.0,336.0
ezjk3,40.1,-3.8,5.0,17.0,67.0,62.0,71.0,61.0,27.0,57.0,34.0
ezjk4,40.1,-3.8,12.0,40.0,104.0,44.0,47.0,52.0,40.0,31.0,27.0
ezjk5,40.1,-3.7,23.0,81.0,287.0,252.0,161.0,137.0,93.0,172.0,110.0
ezjk6,40.1,-3.8,2.0,2.0,2.0,,,,4.0,2.0,
ezjk8,40.2,-3.8,38.0,79.0,297.0,355.0,356.0,286.0,266.0,289.0,185.0
ezjk9,40.2,-3.8,3.0,19.0,85.0,77.0,55.0,41.0,34.0,44.0,45.0
ezjkb,40.2,-3.8,5.0,9.0,84.0,1258.0,256.0,25.0,14.0,19.0,13.0
ezjkc,40.2,-3.8,6.0,4.0,15.0,7.0,19.0,9.0,8.0,17.0,6.0
ezjkd,40.2,-3.8,12.0,64.0,101.0,48.0,38.0,32.0,34.0,28.0,25.0
ezjkf,40.2,-3.8,231.0,870.0,2165.0,1838.0,2211.0,1563.0,1341.0,1791.0,1176.0
ezjkg,40.2,-3.7,212.0,666.0,2470.0,2407.0,2451.0,1819.0,1310.0,1629.0,1165.0
ezjkh,40.1,-3.7,5.0,26.0,60.0,49.0,38.0,20.0,22.0,36.0,18.0
ezjkj,40.1,-3.6,7.0,7.0,27.0,18.0,21.0,32.0,6.0,11.0,9.0
ezjkm,40.1,-3.6,81.0,354.0,614.0,551.0,674.0,336.0,281.0,415.0,211.0
ezjks,40.2,-3.7,112.0,349.0,1050.0,1030.0,1102.0,880.0,560.0,766.0,518.0
ezjku,40.2,-3.7,1.0,15.0,192.0,157.0,132.0,45.0,170.0,62.0,108.0
ezjkv,40.2,-3.6,8519.0,27837.0,73633.0,73000.0,70354.0,58322.0,50758.0,51845.0,31869.0
ezjkw,40.2,-3.6,34.0,114.0,388.0,434.0,630.0,402.0,248.0,357.0,220.0
ezjky,40.2,-3.6,1.0,5.0,32.0,30.0,36.0,68.0,58.0,63.0,19.0
ezjm0,40.3,-3.8,23.0,97.0,407.0,452.0,664.0,486.0,423.0,728.0,422.0
ezjm1,40.3,-3.8,824.0,3246.0,7784.0,4817.0,6397.0,4815.0,4282.0,5377.0,3309.0
ezjm2,40.3,-3.8,762.0,2767.0,7715.0,5892.0,6455.0,4425.0,4109.0,5008.0,2818.0
ezjm3,40.3,-3.8,38.0,83.0,383.0,347.0,350.0,300.0,207.0,219.0,151.0
ezjm4,40.3,-3.8,23.0,54.0,261.0,180.0,234.0,135.0,119.0,138.0,56.0
ezjm5,40.3,-3.7,8.0,6.0,30.0,19.0,30.0,26.0,36.0,55.0,20.0
ezjm6,40.3,-3.8,507.0,2314.0,6737.0,6330.0,7711.0,5156.0,4065.0,5154.0,3219.0
ezjm7,40.3,-3.7,689.0,3059.0,8255.0,6464.0,7463.0,5632.0,4471.0,5894.0,3770.0
ezjm8,40.4,-3.8,633.0,2695.0,8388.0,7142.0,8241.0,6475.0,5457.0,6789.0,3932.0
ezjm9,40.4,-3.8,26.0,114.0,343.0,254.0,321.0,214.0,186.0,183.0,160.0
ezjmb,40.4,-3.8,69.0,281.0,728.0,521.0,552.0,519.0,400.0,400.0,211.0
ezjmc,40.4,-3.8,250.0,548.0,1417.0,1552.0,1802.0,1630.0,1114.0,1565.0,700.0
ezjmd,40.4,-3.8,127.0,340.0,798.0,601.0,666.0,468.0,394.0,423.0,307.0
ezjme,40.4,-3.7,225.0,864.0,2704.0,2291.0,2504.0,2234.0,2170.0,2321.0,1641.0
ezjmf,40.4,-3.8,484.0,1488.0,4388.0,3163.0,3311.0,2693.0,2423.0,3084.0,1587.0
ezjmg,40.4,-3.7,48712.0,172197.0,503384.0,493574.0,522338.0,399360.0,324794.0,379730.0,231397.0
ezjmh,40.3,-3.7,13.0,46.0,101.0,73.0,96.0,99.0,58.0,59.0,52.0
ezjmk,40.3,-3.7,14.0,108.0,323.0,287.0,333.0,316.0,224.0,303.0,218.0
ezjmm,40.3,-3.6,38.0,65.0,155.0,59.0,77.0,96.0,89.0,87.0,64.0
ezjmn,40.3,-3.6,1.0,3.0,,,,,,,1.0
ezjmr,40.3,-3.5,159.0,744.0,1888.0,1515.0,1532.0,1139.0,903.0,1393.0,906.0
ezjms,40.4,-3.7,64.0,221.0,733.0,636.0,493.0,329.0,277.0,342.0,334.0
ezjmt,40.4,-3.6,384.0,1410.0,3443.0,2713.0,3467.0,2360.0,2077.0,2881.0,1935.0
ezjmu,40.4,-3.7,1529.0,4480.0,10959.0,9579.0,10288.0,8640.0,8276.0,8798.0,5180.0
ezjmv,40.4,-3.6,176.0,560.0,1578.0,1803.0,1661.0,1327.0,1053.0,1002.0,573.0
ezjmw,40.4,-3.6,22.0,58.0,254.0,445.0,429.0,392.0,195.0,200.0,115.0
ezjmx,40.4,-3.5,26.0,76.0,258.0,124.0,123.0,61.0,92.0,132.0,71.0
ezjmy,40.4,-3.6,261.0,1127.0,3311.0,3095.0,3215.0,2125.0,1839.0,2078.0,1384.0
ezjmz,40.4,-3.5,85.0,262.0,854.0,881.0,1347.0,848.0,562.0,561.0,344.0
ezjn0,40.5,-4.2,1.0,,,,,,,1.0,
ezjn3,40.5,-4.2,2.0,17.0,32.0,7.0,22.0,5.0,2.0,8.0,6.0
ezjn4,40.5,-4.1,12.0,28.0,74.0,46.0,35.0,38.0,39.0,92.0,82.0
ezjn7,40.5,-4.1,9.0,34.0,209.0,201.0,124.0,94.0,77.0,70.0,62.0
ezjn8,40.5,-4.2,2.0,3.0,10.0,5.0,7.0,4.0,2.0,7.0,
ezjnb,40.6,-4.2,1.0,2.0,12.0,8.0,6.0,5.0,9.0,11.0,5.0
ezjnc,40.6,-4.2,107.0,412.0,1655.0,1556.0,1373.0,1177.0,990.0,1102.0,622.0
ezjnd,40.5,-4.1,1.0,,12.0,19.0,20.0,15.0,8.0,5.0,6.0
ezjne,40.5,-4.1,1.0,1.0,7.0,,1.0,,,,
ezjnf,40.6,-4.1,30.0,70.0,173.0,184.0,194.0,182.0,122.0,121.0,76.0
ezjng,40.6,-4.1,5.0,14.0,72.0,224.0,196.0,118.0,174.0,250.0,136.0
ezjnh,40.5,-4.0,15.0,82.0,282.0,180.0,190.0,160.0,111.0,431.0,322.0
ezjnj,40.5,-4.0,6.0,37.0,58.0,62.0,51.0,13.0,5.0,6.0,10.0
ezjnm,40.5,-4.0,89.0,344.0,742.0,503.0,676.0,394.0,325.0,470.0,220.0
ezjnp,40.5,-3.9,137.0,542.0,1368.0,906.0,1257.0,923.0,752.0,1043.0,1391.0
ezjnq,40.5,-3.9,4.0,9.0,21.0,52.0,46.0,19.0,17.0,9.0,6.0
ezjnr,40.5,-3.9,351.0,1367.0,5549.0,5621.0,5461.0,4413.0,3465.0,4281.0,2682.0
ezjns,40.5,-4.0,22.0,108.0,474.0,365.0,402.0,512.0,185.0,308.0,145.0
ezjnu,40.6,-4.0,70.0,355.0,1246.0,1386.0,2129.0,2834.0,3368.0,4316.0,2738.0
ezjnv,40.6,-4.0,3.0,37.0,104.0,101.0,168.0,178.0,103.0,189.0,93.0
ezjnw,40.5,-3.9,9.0,27.0,98.0,49.0,57.0,26.0,24.0,25.0,11.0
ezjnx,40.5,-3.9,117.0,448.0,2163.0,1966.0,1547.0,766.0,876.0,758.0,559.0
ezjny,40.6,-3.9,89.0,289.0,1149.0,1225.0,1325.0,914.0,680.0,1222.0,747.0
ezjnz,40.6,-3.9,2.0,14.0,26.0,9.0,28.0,32.0,32.0,43.0,43.0
ezjp1,40.6,-4.2,5.0,20.0,30.0,26.0,14.0,6.0,4.0,4.0,6.0
ezjp4,40.6,-4.1,9.0,67.0,141.0,135.0,101.0,66.0,80.0,78.0,49.0
ezjp5,40.6,-4.1,3.0,1.0,13.0,20.0,22.0,7.0,24.0,20.0,18.0
ezjp6,40.7,-4.1,27.0,87.0,269.0,209.0,341.0,208.0,172.0,186.0,200.0
ezjp7,40.7,-4.1,1.0,11.0,18.0,13.0,9.0,10.0,12.0,22.0,13.0
ezjp8,40.7,-4.2,514.0,2902.0,1929.0,575.0,1117.0,950.0,603.0,288.0,115.0
ezjpe,40.7,-4.1,29.0,94.0,293.0,259.0,228.0,207.0,179.0,195.0,127.0
ezjpg,40.8,-4.1,73.0,343.0,1007.0,1013.0,1428.0,674.0,534.0,660.0,369.0
ezjph,40.6,-4.0,99.0,486.0,1541.0,1701.0,1533.0,1218.0,946.0,982.0,739.0
ezjpj,40.6,-4.0,446.0,1498.0,3439.0,3604.0,4339.0,3521.0,3097.0,3308.0,1540.0
ezjpk,40.7,-4.0,39.0,141.0,777.0,967.0,881.0,523.0,312.0,398.0,256.0
ezjpm,40.7,-4.0,32.0,131.0,654.0,844.0,1027.0,750.0,491.0,562.0,428.0
ezjpn,40.6,-3.9,1.0,4.0,2.0,7.0,7.0,8.0,6.0,3.0,2.0
ezjpp,40.6,-3.9,3.0,21.0,138.0,119.0,314.0,272.0,126.0,108.0,57.0
ezjpq,40.7,-3.9,2.0,10.0,38.0,69.0,48.0,27.0,4.0,8.0,13.0
ezjps,40.7,-4.0,13.0,77.0,195.0,230.0,269.0,175.0,173.0,235.0,134.0
ezjpt,40.7,-4.0,14.0,53.0,106.0,48.0,42.0,33.0,35.0,40.0,27.0
ezjpu,40.8,-4.0,1.0,,8.0,7.0,10.0,56.0,64.0,100.0,5.0
ezjpw,40.7,-3.9,17.0,72.0,272.0,387.0,393.0,159.0,166.0,159.0,133.0
ezjpx,40.7,-3.9,2.0,10.0,39.0,97.0,390.0,153.0,110.0,132.0,26.0
ezjq0,40.5,-3.8,7.0,26.0,47.0,33.0,54.0,35.0,34.0,31.0,36.0
ezjq1,40.5,-3.8,227.0,939.0,3012.0,3065.0,3414.0,2929.0,2320.0,2709.0,1791.0
ezjq2,40.5,-3.8,10.0,50.0,152.0,113.0,103.0,105.0,108.0,128.0,81.0
ezjq4,40.5,-3.8,22.0,66.0,224.0,291.0,261.0,201.0,242.0,156.0,67.0
ezjq5,40.5,-3.7,1643.0,3407.0,10283.0,9952.0,10050.0,8202.0,8192.0,9331.0,5332.0
ezjq7,40.5,-3.7,1660.0,9885.0,49822.0,30895.0,43249.0,22136.0,20428.0,20328.0,11343.0
ezjq9,40.5,-3.8,11.0,65.0,633.0,748.0,772.0,503.0,561.0,691.0,293.0
ezjqc,40.6,-3.8,2.0,6.0,20.0,16.0,26.0,23.0,25.0,19.0,5.0
ezjqe,40.5,-3.7,15.0,48.0,108.0,122.0,135.0,107.0,62.0,396.0,76.0
ezjqg,40.6,-3.7,234.0,816.0,1823.0,1740.0,2010.0,1480.0,1157.0,1330.0,862.0
ezjqh,40.5,-3.7,1048.0,2721.0,8117.0,6297.0,6934.0,7999.0,5307.0,5425.0,3346.0
ezjqj,40.5,-3.6,266.0,904.0,2365.0,1633.0,2388.0,1388.0,1161.0,1177.0,750.0
ezjqk,40.5,-3.7,77.0,351.0,1969.0,3396.0,1443.0,1244.0,1289.0,1128.0,657.0
ezjqm,40.5,-3.6,95.0,272.0,817.0,781.0,935.0,682.0,734.0,732.0,494.0
ezjqn,40.5,-3.6,31.0,103.0,359.0,392.0,354.0,287.0,243.0,253.0,156.0
ezjqp,40.5,-3.5,13.0,26.0,76.0,36.0,38.0,29.0,35.0,45.0,25.0
ezjqq,40.5,-3.6,1216.0,1582.0,3705.0,2652.0,2293.0,1902.0,2175.0,2604.0,1368.0
ezjqr,40.5,-3.5,31.0,117.0,359.0,319.0,349.0,246.0,190.0,156.0,108.0
ezjqs,40.5,-3.7,4.0,38.0,154.0,68.0,108.0,187.0,117.0,134.0,63.0
ezjqt,40.5,-3.6,462.0,1893.0,6834.0,7262.0,7578.0,5921.0,5532.0,7995.0,3825.0
ezjqv,40.6,-3.6,3.0,41.0,196.0,159.0,191.0,95.0,135.0,252.0,101.0
ezjqx,40.5,-3.5,13.0,17.0,191.0,84.0,59.0,79.0,62.0,71.0,51.0
ezjqy,40.6,-3.6,38.0,58.0,225.0,120.0,473.0,621.0,295.0,143.0,82.0
ezjqz,40.6,-3.5,3.0,10.0,73.0,45.0,31.0,52.0,33.0,87.0,48.0
ezjr3,40.7,-3.8,1.0,15.0,26.0,14.0,247.0,240.0,5.0,24.0,12.0
ezjr4,40.6,-3.8,8.0,29.0,120.0,95.0,148.0,90.0,68.0,84.0,57.0
ezjr5,40.6,-3.7,3.0,4.0,76.0,73.0,45.0,22.0,23.0,27.0,27.0
ezjr6,40.7,-3.8,134.0,514.0,1559.0,1135.0,1273.0,781.0,709.0,768.0,498.0
ezjr7,40.7,-3.7,5.0,5.0,140.0,102.0,46.0,37.0,23.0,40.0,11.0
ezjr8,40.7,-3.8,191.0,893.0,424.0,249.0,250.0,153.0,152.0,216.0,154.0
ezjrc,40.8,-3.8,72.0,284.0,747.0,1312.0,1478.0,1540.0,722.0,595.0,342.0
ezjrf,40.8,-3.8,142.0,403.0,883.0,750.0,745.0,525.0,440.0,675.0,412.0
ezjrg,40.8,-3.7,1.0,3.0,,,,,,1.0,1.0
ezjrj,40.6,-3.6,1.0,,2.0,,2.0,2.0,10.0,5.0,2.0
ezjrm,40.7,-3.6,11.0,52.0,116.0,90.0,118.0,97.0,90.0,90.0,45.0
ezjrn,40.6,-3.6,17.0,26.0,49.0,30.0,34.0,33.0,36.0,95.0,82.0
ezjrp,40.6,-3.5,55.0,13.0,86.0,97.0,73.0,74.0,46.0,65.0,40.0
ezjrw,40.7,-3.6,15.0,47.0,130.0,67.0,85.0,58.0,70.0,83.0,56.0
ezjrx,40.7,-3.5,2.0,6.0,3.0,5.0,4.0,,3.0,6.0,5.0
ezjry,40.8,-3.6,83.0,235.0,667.0,587.0,518.0,383.0,283.0,357.0,150.0
ezjs0,40.1,-3.5,4.0,15.0,35.0,14.0,19.0,20.0,17.0,21.0,20.0
ezjs4,40.1,-3.4,3.0,8.0,34.0,11.0,14.0,18.0,11.0,16.0,7.0
ezjs5,40.1,-3.4,2.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0
ezjs6,40.1,-3.4,23.0,58.0,235.0,129.0,132.0,136.0,109.0,158.0,179.0
ezjs7,40.1,-3.4,2.0,9.0,5.0,1.0,1.0,3.0,9.0,7.0,7.0
